Start Date,End Date,VIN,Repair Description,Repair Cost,Repair Status,Vendor Name,Vendor Phone,Vendor Street Address,Vendor City,Vendor State,Vendor ZIP,Recall NTHSA,Recall Description,Manufacturer,
4/20/2019,5/5/2019,8BPZY476GS8852305,refurbish power steering; fix rear hvac; ,789.27,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,270
4/20/2019,4/21/2019,BX1OSN5TZYU191007,change speaker configuration; ,45.61,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,271
4/20/2019,4/21/2019,GBA0V3Z00JI851102,install turbocharger; ,14.71,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,19V461000, Maserati North America  Inc. (Maserati) is recalling certain 2015-2018 Granturismo and 2016-201,Maserati,272
4/21/2019,4/22/2019,4G40BAXEV4V936460,replace water pump; repair cooled seats; ,18.86,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,273
4/21/2019,4/26/2019,ENHQ8WS125F354364,replace serpentine belt; replace steering column lock; ,137.54,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,274
4/21/2019,4/26/2019,A1NW00GFYRY803793,change air conditioner refrigerant; replace catalytic converter; ,51.58,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,275
4/21/2019,4/24/2019,ZIL5XS7BK6F565259,fix a-pillar; change coolant; ,56.58,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,276
4/21/2019,5/1/2019,3U3N6HS8K3V143011,install optional equipment; fix sunroof; ,145.67,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,04V046000, CERTAIN SPORT UTILITY VEHICLES HAVE WINDSHIELD WIPER SYSTEMS THAT WILL NOT TURN ON  CEASE OPERA,GMC,277
4/21/2019,4/26/2019,K23GQ1HYKID336715,repair shiftable automatic transmission; fix rear hvac; ,154.42,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,278
4/22/2019,5/20/2019,7Y1EAHONCCS732936,adjust hybrid performance; configure universal remote control; ,625.92,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,279
4/22/2019,4/22/2019,BX1OSN5TZYU191007,fix ventilated seats; fix deceleration system; ,22.81,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,280
4/22/2019,4/22/2019,1U4MXLVV84A726331,fix power activated release; ,20.85,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,281
4/22/2019,5/3/2019,CHA3G8GE21K992177,fix ventilated seats; change timing belt; ,407.78,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,282
4/23/2019,5/17/2019,1D377TZAWSW801985,configure universal remote control; ,381.69,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,283
4/23/2019,4/23/2019,SEXWGCZNLS4439650,attach spoiler; adjust ignition timing; ,17.01,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,08V217000, BENTLEY IS RECALLING 13 420 MY 2004-2008 CONTINENTAL GT  CONTINENTAL GT SPEED  CONTINENTAL FLYI,Bentley,284
4/23/2019,4/28/2019,5I71MA5PSO0445780,fix cylinder head bolts; ,63.62,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,285
4/24/2019,4/25/2019,BX1OSN5TZYU191007,replace ace filter; change wheel cylinders; ,22.81,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,01V362000,VEHICLE DESCRIPTION:  PASSENGER VEHICLES.  IMPROPERLY MANUFACTURED POWERTRAIN CONTROL MODULES (P,Hyundai,286
4/24/2019,4/28/2019,4G40BAXEV4V936460,replace fuel filter; ,18.86,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,287
4/24/2019,4/24/2019,LXLYHOV4G1Z722469,replace ace filter; replace diverter valve; ,11.2,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,288
4/24/2019,4/29/2019,L2G40AKW0DV261314,replace crankcase ventilation filter; replace radiator core & ac condenser; ,235.7,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,14V435000, Hyundai Motor Company (Hyundai) is recalling certain model Year 2001-2006 Santa Fe vehicles man,Hyundai,289
4/25/2019,4/27/2019,VP0U4FNOL1Q272112,install intelligent alternator; ,33.37,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,290
4/25/2019,4/27/2019,U0PQOVOJXT2453885,reconfigure service reminder light; add knee airbags; ,52.57,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,291
4/25/2019,5/19/2019,38ZSAKVC20U930606,fix ventilated seats; repair cooled seats; ,103.02,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,292
4/25/2019,5/1/2019,IKUQE1AIER1879688,set up gyro sensor; fix deceleration system; ,15.28,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,293
4/25/2019,4/25/2019,LXLYHOV4G1Z722469,replace radiator hoses; replace water pump; ,11.2,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,05V103000, ON CERTAIN SPORT UTILITY VEHICLES  THE BRAKE PEDAL PUSHROD RETAINER MAY BE MISSING.  IF THE RET,Chevrolet,294
4/26/2019,4/26/2019,BX1OSN5TZYU191007,reconfigure service reminder light; fix deceleration system; ,22.81,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,295
4/26/2019,4/26/2019,L8CKHAJ376Q732997,change speaker configuration; ,32.57,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,296
4/26/2019,4/26/2019,ZIL5XS7BK6F565259,add knee airbags; fix external temperature display; ,18.86,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,297
4/26/2019,4/27/2019,XUV6JR4Q8SX652578,install dusk-sensing headlights; install anti-theft alarm; ,20.25,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,298
4/26/2019,4/27/2019,LXLYHOV4G1Z722469,change oil filter; replace crankcase ventilation filter; ,22.39,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,299
4/27/2019,4/29/2019,ZIL5XS7BK6F565259,adjust traction control system; ,56.58,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,300
4/27/2019,4/28/2019,0XHRC15HS5V123753,repair seatbelt force limiters; adjust ignition timing; ,59.2,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,301
4/27/2019,4/29/2019,BX1OSN5TZYU191007,upgrade navigation system; install optional equipment; ,68.42,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,02V111000, ON CERTAIN SPORT UTILITY VEHICLES EQUIPPED WITH 2.7 LITER V-6 ENGINES    IMPROPERLY MANUFACTURE,Hyundai,302
4/27/2019,4/29/2019,EBZZN84J0L1163524,set up gyro sensor; adjust block heater; ,61.33,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,00V198000,VEHICLE DESCRIPTION:  PICKUP TRUCKS.   SOME VEHICLES MAY HAVE BEEN BUILT WITH INADEQUATE CLEARAN,Dodge,303
4/27/2019,4/27/2019,L8CKHAJ376Q732997,install dusk-sensing headlights; configure audio remote control; ,32.57,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,304
4/27/2019,4/28/2019,8C76DYYDYJU989849,set up satellite radio; adjust climate control; ,115.74,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,305
4/28/2019,4/28/2019,GBA0V3Z00JI851102,reduce blind spot; change coolant; ,14.71,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,03V529000, ON CERTAIN PASSENGER VEHICLES  THE FUEL LINES CAN DISCONNECT AND CAUSE LEAKAGE IN THE ENGINE CO,Maserati,306
4/28/2019,5/5/2019,K23GQ1HYKID336715,adjust running boards; adjust reverse tilt mirrors; ,115.82,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,307
4/28/2019,4/28/2019,L8CKHAJ376Q732997,replace tail lights; set up auto-delay headlights; ,32.57,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,10V309000, TOYOTA IS RECALLING CERTAIN MODEL YEAR 2006 THROUGH 2008 LEXUS PASSENGER CARS MANUFACTURED FROM,Toyota,308
4/28/2019,4/29/2019,LXLYHOV4G1Z722469,repair direct injection system; remove oversteer; ,11.2,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,309
4/28/2019,5/3/2019,SJV51DZQ416158315,replace water pump; repair seatbelt force limiters; ,41.98,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,310
4/29/2019,5/1/2019,35TB5QWCJW0515619,install turbocharger; add heated windshield; ,54.46,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,311
4/29/2019,5/3/2019,Z8UDI7LAGS7164830,refurbish power steering; configure audio remote control; ,32.56,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,312
4/29/2019,4/30/2019,4G40BAXEV4V936460,install separate rear audio; fix broken tow hooks; ,37.72,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,313
4/29/2019,4/29/2019,Z0Z206HDHO0103381,install curtain airbags; fix broken tow hooks; ,13.06,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,314
4/29/2019,5/3/2019,1U4MXLVV84A726331,change purge valve; install roof spoiler; ,62.54,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,12V477000, Lotus is recalling certain model year 2011 Evora supercharged vehicles manufactured from Februa,Lotus,315
4/29/2019,5/1/2019,8FX05ZAH64B316440,fix broken tow hooks; adjust running boards; ,45.27,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,15V871000, Hyundai Motor America (Hyundai) is recalling certain model year 2011-2012 Elantra vehicles manu,Hyundai,316
4/29/2019,4/29/2019,U0PQOVOJXT2453885,adjust seat belts tension; adjust block heater; ,26.28,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,317
4/29/2019,5/1/2019,7YCPTKZS5B3163969,install parking sensors; adjust traction control system; ,33.11,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,318
4/29/2019,4/30/2019,L8CKHAJ376Q732997,install roof spoiler; change pcv filter/pcv valve; ,32.57,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,319
4/30/2019,5/1/2019,BX1OSN5TZYU191007,adjust retractable mirrors; ,45.61,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,320
4/30/2019,5/1/2019,PEXVHDHEYM7282767,attach seat extension; install dusk-sensing headlights; ,41.32,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,321
4/30/2019,5/1/2019,U0PQOVOJXT2453885,repair shiftable automatic transmission; change wheel cylinders; ,26.28,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,05V574000, ON CERTAIN PASSENGER VEHICLES  THE POWER ASSIST DELIVERED BY THE STEERING RACK MAY NOT BE FULLY,Maserati,322
4/30/2019,4/30/2019,Z0Z206HDHO0103381,replace steering column lock; reduce blind spot; ,13.06,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,323
5/1/2019,5/5/2019,MXF3EGT2PAG490479,install roof spoiler; install smoked glass; ,93.35,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,324
5/1/2019,5/2/2019,4G40BAXEV4V936460,change speaker configuration; fix solar sunroof; ,18.86,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,325
5/1/2019,5/16/2019,ZIYO5EKWDKS246902,change brake linings; replace brake pedal spring; ,342.14,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,326
5/1/2019,5/23/2019,IOCT8QVK86C997015,set up satellite radio; install curtain airbags; ,282.64,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,327
5/2/2019,5/2/2019,U0PQOVOJXT2453885,adjust low fuel warning indicator; replace ace filter; ,26.28,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,328
5/2/2019,5/20/2019,AFTWPBMU2TA534019,configure universal remote control; replace catalytic converter; ,301.71,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,329
5/2/2019,5/3/2019,35TB5QWCJW0515619,reduce blind spot; replace radiator hoses; ,18.15,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,330
5/2/2019,5/13/2019,EBZZN84J0L1163524,repair seatbelt force limiters; replace crankcase ventilation filter; ,245.33,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,331
5/3/2019,5/4/2019,PEXVHDHEYM7282767,add heated windshield; adjust retractable mirrors; ,20.66,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,15V846000, Aston Martin Lagonda of North America (Aston Martin) is recalling certain model year 2010-2015 ,Martin,332
5/3/2019,5/4/2019,XUV6JR4Q8SX652578,replace tail lights; ,10.13,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,333
5/3/2019,5/7/2019,IKUQE1AIER1879688,install anti-theft alarm; reduce carbon footprint; ,30.55,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,334
5/3/2019,5/9/2019,SEXWGCZNLS4439650,replace radiator core & ac condenser; ,51.03,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,335
5/4/2019,5/5/2019,1U4MXLVV84A726331,change oil filter; fix cylinder head bolts; ,41.7,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,336
5/4/2019,5/4/2019,K5ZQ65X47KU986899,replace diverter valve; configure universal remote control; ,33.28,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,337
5/4/2019,5/12/2019,7YCPTKZS5B3163969,change air conditioner refrigerant; ,264.84,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,18V170000, Honda (American Honda Motor Co.) is recalling certain 2014-2016 Honda Odyssey vehicles.  The se,Honda,338
5/4/2019,6/27/2019,41AHCTXZIUN699904,change purge valve; install anti-theft alarm; ,472.52,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,339
5/5/2019,5/8/2019,MT0OEZQ7C5Q035531,replace liftgate window; install separate rear audio; ,26.15,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,340
5/5/2019,5/9/2019,K5ZQ65X47KU986899,attach seat extension; install smoked glass; ,33.28,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,341
5/5/2019,5/10/2019,NVDV1HTYNUU168147,replace catalytic converter; ,55.34,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,342
5/5/2019,5/16/2019,3U3N6HS8K3V143011,fix rear defroster; install roof spoiler; ,254.92,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,343
5/5/2019,5/7/2019,MBKMABQOONK563483,replace timing belt tensioner; adjust turn signals; ,19.02,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,344
5/6/2019,5/6/2019,35TB5QWCJW0515619,replace liftgate window; replace steering column lock; ,18.15,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,345
5/6/2019,5/24/2019,L2G40AKW0DV261314,adjust seat belts tension; ,117.85,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,10V426000, HYUNDAI IS RECALLING CERTAIN MODEL YEAR 2011 SONATA VEHICLES MANUFACTURED FROM DECEMBER 11  200,Hyundai,346
5/6/2019,5/22/2019,ZS1M7DGNG0B708125,adjust hybrid performance; fix solar sunroof; ,448.46,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,03E045000, AFTERMARKET REPLACEMENT FUEL FILTERS MANUFACTURED BETWEEN SEPTEMBER 17  2002  AND JANUARY 20  2,Dodge,347
5/6/2019,5/6/2019,PUVTYE6IVGN271318,correct abs; install separate rear audio; ,20.66,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,14V753000, Aston Martin Lagonda of North America (Aston Martin) is recalling certain model year 2006-2014 ,Aston,348
5/6/2019,5/16/2019,VSGK3RYW2TC911641,adjust accelerator pedal linkage; change memory settings of the onboard computer; ,136.02,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,349
5/6/2019,5/9/2019,Z8UDI7LAGS7164830,change wheel cylinders; set up auto-delay headlights; ,48.84,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,350
5/6/2019,5/10/2019,1U4MXLVV84A726331,adjust low fuel warning indicator; install curtain airbags; ,41.7,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,11V510000, LOTUS IS RECALLING CERTAIN MODEL YEAR 2005-2007 ELISE AND EXIGE VEHICLES MANUFACTURED FROM JUNE,Lotus,351
5/6/2019,5/14/2019,31ZQB40Z55B784788,add knee airbags; adjust block heater; ,91.15,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,352
5/6/2019,5/12/2019,LN7ZMWGACVJ434473,set up auto-delay headlights; upgrade navigation system; ,14.97,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,353
5/6/2019,5/7/2019,PEXVHDHEYM7282767,fix nvh dampening system; adjust seat belts tension; ,20.66,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,354
5/6/2019,5/14/2019,ATWA3W65LU2848535,prevent fuel pump shutoff; ,273.09,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,12V305000, Toyota is recalling certain model year 2010 Lexus RX350 and RX450h vehicles  manufactured from ,Toyota,355
5/6/2019,5/9/2019,OUXQFNQE2K7274854,correct abs; install smoked glass; ,216.88,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,356
5/7/2019,5/26/2019,ZDR30CO5D6G733856,replace radiator hoses; ,211.44,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,357
5/7/2019,5/7/2019,0Y8HTOZ7K6L112375,add heated windshield; configure audio remote control; ,43.24,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,358
5/8/2019,5/28/2019,6KSCMBLK5DZ055754,change wheel cylinders; configure universal remote control; ,483,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,359
5/8/2019,7/3/2019,27J2LRAE38R945176,reduce blind spot; install intelligent alternator; ,723.91,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,14V404000, General Motors LLC (GM) is recalling certain model year 2005-2007 SAAB 9-7x; 2006 Chevrolet Tra,Buick,360
5/8/2019,5/25/2019,8FX05ZAH64B316440,repair cooled seats; attach spoiler; ,679.02,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,361
5/8/2019,5/21/2019,V4JVFR4YRS7140562,change coolant; fix rear hvac; ,312.84,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,08V156000, VOLKSWAGEN IS RECALLING 412 000 MY 1999-2005 PASSAT (5TH GENERATION) VEHICLES EQUIPPED WITH AUT,Volkswagen,362
5/8/2019,5/9/2019,PUVTYE6IVGN271318,replace diverter valve; set up auto-delay headlights; ,41.32,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,363
5/8/2019,5/9/2019,F5BABPZQD3I737349,reconfigure service reminder light; ,47.26,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,364
5/8/2019,5/13/2019,LEWHC17RSR2225266,install smoked glass; improve engine performance; ,57.04,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,365
5/9/2019,5/15/2019,MBKMABQOONK563483,install parking sensors; fix broken tow hooks; ,76.08,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,366
5/9/2019,5/17/2019,8BPZY476GS8852305,adjust turn signals; install curtain airbags; ,281.88,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,367
5/10/2019,5/14/2019,MXF3EGT2PAG490479,install anti-theft alarm; improve engine performance; ,46.67,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,19V008000, Subaru of America  Inc. (Subaru) is recalling certain 2010-2014 Tribeca  WRX  Outback  and Lega,Subaru,368
5/10/2019,5/16/2019,OUXQFNQE2K7274854,adjust traction control system; adjust retractable mirrors; ,271.1,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,17V328000, BMW of North America  LLC (BMW) is recalling certain 2005-2008 745i  745Li  750i  750Li  760i  ,BMW,369
5/10/2019,5/10/2019,0Y8HTOZ7K6L112375,fix steering damper; check drive axle boots; ,43.24,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,370
5/11/2019,5/11/2019,UVVEV0Y7R3V483738,change purge valve; set up gyro sensor; ,26.28,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,371
5/11/2019,5/23/2019,ZXZP2ADJFMJ124788,replace water pump; configure universal remote control; ,579.13,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,372
5/11/2019,5/13/2019,35TB5QWCJW0515619,add knee airbags; fix rear hvac; ,18.15,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,373
5/11/2019,5/13/2019,E8MFMML51CM701156,add knee airbags; reduce blind spot; ,34.04,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,374
5/11/2019,5/13/2019,0Y8HTOZ7K6L112375,fix deceleration system; reduce fuel consumption; ,86.47,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,375
5/12/2019,5/16/2019,L075CLEGAGV332326,replace liftgate window; attach spoiler; ,43.81,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,376
5/12/2019,5/16/2019,PUVTYE6IVGN271318,change oil filter; reduce carbon footprint; ,61.98,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,15V846000, Aston Martin Lagonda of North America (Aston Martin) is recalling certain model year 2010-2015 ,Martin,377
5/12/2019,6/12/2019,F5BABPZQD3I737349,install smoked glass; fix external temperature display; ,590.73,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,378
5/12/2019,5/14/2019,K5ZQ65X47KU986899,adjust reverse tilt mirrors; adjust turn signals; ,33.28,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,379
5/12/2019,5/28/2019,1WU1KQALZ75403546,reduce carbon footprint; adjust adaptive cruise control; ,389.56,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,380
5/12/2019,5/21/2019,WJUY8SU2JR0730363,replace serpentine belt; fix a-pillar; ,177.15,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,381
5/12/2019,6/3/2019,05AJ273ZM02946325,repair direct injection system; configure audio remote control; ,798.36,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,382
5/12/2019,6/3/2019,M6J2KWLLUKW587077,replace liftgate window; fix ventilated seats; ,452.68,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,16V580000, Hyundai Translead (HT) is recalling certain model year 2004-2016 Dry Van  Reefer Van  Chassis  ,Hyundai,383
5/12/2019,5/30/2019,5U2302GFYRL619555,set up auto-delay headlights; adjust seat belts tension; ,536.94,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,384
5/12/2019,5/16/2019,8C76DYYDYJU989849,adjust turn signals; install separate rear audio; ,231.48,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,385
5/12/2019,5/14/2019,XG2F8AZ3DKK768039,adjust adaptive cruise control; install parking sensors; ,35.01,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,386
5/13/2019,5/15/2019,7YCPTKZS5B3163969,replace stabilizer bar; ,99.32,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,387
5/13/2019,5/29/2019,KIYTRMRZHSZ939929,fix a-pillar; change speaker configuration; ,628.68,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,388
5/14/2019,5/17/2019,2TN1NJUXESG344969,adjust turn signals; change coolant; ,444.9,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,389
5/14/2019,5/19/2019,35TB5QWCJW0515619,fix sunroof; check drive axle boots; ,18.15,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,390
5/14/2019,7/17/2019,EBZZN84J0L1163524,configure universal remote control; upgrade navigation system; ,3434.63,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,391
5/14/2019,5/19/2019,LEWHC17RSR2225266,repair seatbelt force limiters; ,22.82,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,16V183000, Ford Motor Company (Ford) is recalling certain model year 2015-2016 Lincoln MKC vehicles manufa,Lincoln,392
5/14/2019,5/22/2019,PEXVHDHEYM7282767,install turbocharger; reconfigure service reminder light; ,123.95,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,393
5/15/2019,6/19/2019,GC225MTL5DF831250,correct abs; fix steering damper; ,596.39,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,394
5/15/2019,5/23/2019,NVDV1HTYNUU168147,install vanity mirrors; refurbish power steering; ,110.68,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,395
5/16/2019,5/16/2019,QHUYKEFC12W678012,fix rear hvac; fix deceleration system; ,13.07,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,14V010000, Aston Martin Lagonda of North America (Aston Martin) is recalling certain model year 2008-2014 ,Martin,396
5/17/2019,6/7/2019,SJV51DZQ416158315,install intelligent alternator; replace water pump; ,755.6,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,397
5/17/2019,5/17/2019,QHUYKEFC12W678012,fix steering damper; improve engine performance; ,13.07,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,17V389000, Aston Martin The Americas (Aston Martin) is recalling certain 2011-2012 V8 Vantage vehicles.  T,Aston,398
5/17/2019,5/22/2019,30KBYEYBKH5669910,prevent fuel pump shutoff; configure universal remote control; ,61.14,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,399
5/17/2019,5/24/2019,L075CLEGAGV332326,adjust adaptive cruise control; adjust turn signals; ,87.63,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,400
5/17/2019,7/28/2019,7W7UDF3KP41966929,install roof spoiler; adjust accelerator pedal linkage; ,1047.03,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,401
5/17/2019,5/22/2019,MXF3EGT2PAG490479,fix sunroof; install on-board diagnosis system; ,116.68,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,402
5/17/2019,5/19/2019,PUVTYE6IVGN271318,change speaker configuration; change steering rack; ,20.66,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,15V846000, Aston Martin Lagonda of North America (Aston Martin) is recalling certain model year 2010-2015 ,Martin,403
5/17/2019,5/17/2019,RUAW8E8S2SA826885,fix nvh dampening system; install vanity mirrors; ,17.87,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,05V555000, ON CERTAIN PASSENGER AND SPORT UTILITY VEHICLES  THE FUEL FILLER HOSE MAY CRACK AND RESULT IN F,Nissan,404
5/18/2019,5/19/2019,RUAW8E8S2SA826885,adjust hybrid performance; correct abs; ,17.87,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,405
5/18/2019,6/15/2019,Z8UDI7LAGS7164830,change brake linings; adjust adaptive cruise control; ,390.7,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,11V106000,HONDA IS RECALLING CERTAIN MODEL YEAR 2006-2007 HONDA CIVIC HYBRID VEHICLES.  THERE IS A POTENTI,Honda,406
